"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","gender_norm_trans_moral_wrong_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","survey_language_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","miami_trans_law_t2","miami_trans_law2_t2","therm_obama_t2","therm_jbush_t2","therm_trans_t2","therm_police_t2","therm_firefighters_t2","gender_norm_looks_t2","gender_norm_rights_t2","gender_norm_moral_t2","gender_norm_dress_t2","gender_norm_sexchange_t2","gender_norm_abnormal_t2","gender_norm_trans_moral_wrong_t2","trans_teacher_t2","trans_bathroom_t2","respondent_t2","miami_trans_law_withdef_t3","miami_trans_law2_withdef_t3","therm_obama_t3","therm_jbush_t3","therm_trans_t3","therm_police_t3","therm_firefighters_t3","gender_norm_looks_t3","gender_norm_rights_t3","gender_norm_moral_t3","gender_norm_dress_t3","gender_norm_sexchange_t3","gender_norm_abnormal_t3","gender_norm_trans_moral_wrong_t3","trans_teacher_t3","trans_bathroom_t3","trans_ad_displayed_t3","trans_law_post_ad_t3","respondent_t3","nfc_t3","miami_trans_law_withdef_t4","miami_trans_law2_withdef_t4","therm_obama_t4","therm_trans_t4","therm_mousavi_t4","gender_norm_looks_t4","gender_norm_rights_t4","gender_norm_moral_t4","gender_norm_dress_t4","gender_norm_sexchange_t4","gender_norm_abnormal_t4","gender_norm_trans_moral_wrong_t4","trans_teacher_t4","trans_bathroom_t4","respondent_t4","marijuana_pread1","marijuana_pread2","marijuana_postad","exp_actual_convo","contacted","survey_language_es","sdo_scale","treat_ind","canvass_recycling_rating","canvass_trans_ratingstart","canvass_trans_ratingsecond","canvass_trans_ratingend","canvass_minutes","canvasser_experience","canvasser_trans","canvasser_id","hh_id","block_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","all.dvs.t2","all.dvs.t3","all.dvs.t4","trans.tolerance.dv.t0","trans.tolerance.dv.t1","trans.tolerance.dv.t2","trans.tolerance.dv.t3","trans.tolerance.dv.t4","miami_trans_law_t0_avg","miami_trans_law_t1_avg","miami_trans_law_t2_avg","miami_trans_law_t3_avg","miami_trans_law_t4_avg","gender_nonconformity_t0","gender_nonconformity_t1","gender_nonconformity_t2","gender_nonconformity_t3","gender_nonconformity_t4","treatment.delivered","t1.resid","transformed.outcome"
"67650",66379,58,"D","Hispanic",1,0,0,1,1,1,1,1,0,3,3,-1,-2,-2,2,0,1,NA,3,50,100,51,88,100,0,1,1,1,0,2,0.394710659980774,"EN",3,3,32,100,50,0,0,2,2,2,2,1,3,3,50,0,100,50,100,0,-2,2,0,2,2,2,2,0,1,3,3,86,50,100,84,90,0,0,2,0,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,1.03429615497589,3,3,50,73,50,0,0,2,0,2,2,2,1,2,1,1,3,1,"Trans-Equality",1,0,0,1,"",10,10,10,26,"No",1,14,"june6_11966","june6_184",0.394710659980774,0,1.91899569620879,1.83766277463782,1.82300091090152,1.60771742855277,0.696376342473548,2.06568535937137,1.79859051053034,2.10567709762699,1.76610583822827,3,3,3,3,3,-1.37406380726985,0.559228919758662,0.0706215668621757,0.633712229251738,0.768504638122952,TRUE,1.297566066937,2.595132133874
"67651",31545,77,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,0,0,-1,1,0,-1,-2,NA,3,87,90,90,87,93,-2,3,1,0,0,-2,-0.130814775824547,"EN",3,-3,50,0,100,-1,1,1,-1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,2,"No",0,33,"june6_12006","june6_125",-0.130814775824547,0,-0.853872358516506,NA,NA,NA,-0.407189468172207,-0.596829510335739,NA,NA,NA,1.5,0,NA,NA,NA,0.574406574027365,0.610464974732174,NA,NA,NA,FALSE,-0.612540558450435,1.22508111690087
"67652",25857,63,"N","Hispanic",0,0,0,1,0,1,0,0,0,-3,-3,-2,-2,-2,-2,-2,-2,NA,-3,0,50,0,0,50,-3,5,1,1,1,-1,-2.07254862785339,"EN",-3,-3,50,0,0,-2,-2,-2,-2,-2,-2,1,-3,-3,0,91,0,77,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,-3,0,100,0,50,25,-2,-2,-2,-2,-2,-2,-2,-2,-2,"",0,1,0.192331820726395,-3,-3,50,0,50,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-3,0,"Trans-Equality",1,0,0,1,"",0,0,0,2,"No",0,46,"june6_12034","june6_3",-2.23023247718811,1,-2.79736952614172,-2.55243086488697,-2.2897949688016,-2.37110199338808,-2.20418503402838,-2.25798156033038,-2.12955410665174,-2.05721009511729,-2.1441503015595,-3,-3,-3,-3,-3,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,TRUE,-0.50802053240458,-1.01604106480916
"67654",16737,70,"R","Hispanic",1,0,0,1,1,1,1,0,1,1,1,1,-1,-1,0,-1,0,NA,-2,0,50,50,0,50,-2,5,1,1,0,-2,-0.981725454330444,"EN",2,2,2,50,50,-1,-1,0,-1,0,-1,1,2,1,13,50,50,32,87,-2,-2,-2,-2,0,0,-2,-2,0,1,1,2,50,76,50,36,90,-2,-2,-2,-2,1,0,-1,-2,0,"Yes, I could see and hear the ad",-2,1,-1.03790938854218,0,1,27,50,53,-2,0,2,0,0,-1,-1,-2,0,1,0,-2,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,7,"No",0,26,"june6_12113","june6_43",-0.981725454330444,0,-0.288106109657278,-0.627358083643383,-0.204293533272065,-0.20584742380238,-0.339914378495393,-0.542262323120617,-0.925657853592565,-0.559898059310155,-0.326978125307206,1,2,1.5,1.5,0.5,-0.413220837014379,-0.374804201368527,-1.17246246956776,-1.22389686690383,0.13063384590772,FALSE,-0.0966199675246056,0.193239935049211
"67658",10207,90,"D","Caucasian",1,0,1,0,1,1,1,1,0,-3,2,2,-2,-1,2,-1,2,NA,-2,50,50,50,93,50,-1,4,1,1,0,-2,-0.695042669773102,"EN",2,2,50,50,50,1,-1,-1,0,1,1,1,2,2,50,21,50,80,93,0,-1,0,-1,1,1,1,1,-1,1,-2,1,50,50,50,81,50,0,-1,1,-1,1,0,1,-1,-1,"Yes, I could see and hear the ad",-1,1,0.131566345691681,2,2,50,50,50,0,-1,0,-1,1,0,0,0,-1,1,0,1,1,"Trans-Equality",1,0,0,1,"",9,8,NA,3,"No",0,52,"june6_1216","june6_64",-0.695042669773102,0,0.223568997968639,0.533754002606427,0.0876330673657643,0.248652501246573,0.693371604855351,0.164145805863158,0.423428643327103,0.193200254709051,-0.0223613879334511,-0.5,2,2,-0.5,2,-0.880250101748978,0.50799286478515,0.0493918747854168,0.0161215512702245,0.112909198829282,TRUE,0.0819436588773281,0.163887317754656
"67659",30818,26,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,-1,0,0,1,2,2,NA,3,50,100,50,100,50,0,3,1,1,0,-2,0.873925745487213,"EN",1,2,53,50,61,0,0,1,1,0,0,1,1,1,29,29,41,78,77,0,-1,0,0,1,0,1,0,0,1,0,1,70,34,50,91,50,0,1,0,0,1,1,0,1,1,"Yes, I could see and hear the ad",-1,1,-0.0685119405388832,3,3,50,50,50,0,0,0,0,1,1,0,0,1,1,0,1,0,"Trans-Equality",1,0,0,1,"",5,3,9,30,"No",0,3,"june6_12171","june6_236",0.873925745487213,1,0.228590123350415,0.0968391803062379,0.1484460795666,0.591572387719259,1.20673306348783,0.311996226175693,0.213821751586264,0.593501433253296,0.414929442187771,3,1.5,1,0.5,3,0.547622133241092,0.559228919758662,0.365619876614902,0.942664542115429,0.768504638122952,TRUE,-0.585016697820387,-1.17003339564077
"67662",18244,66,"R","Caucasian",0,0,1,0,1,1,1,0,1,2,0,1,-2,-2,-2,-2,-1,NA,-3,30,50,50,50,50,-2,4,1,1,0,-3,-1.41986131668091,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Recycling",1,0,0,0,"Against",NA,NA,NA,1,"No",1,32,"june6_1222","june6_23",-1.34772253036499,0,NA,NA,NA,NA,-1.36469289091758,NA,NA,NA,NA,1,NA,NA,NA,NA,-1.37406380726985,NA,NA,NA,NA,FALSE,NA,NA
"67663",68024,67,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,1,-2,-2,-2,-1,-1,NA,-2,19,50,20,50,50,-2,4,1,1,0,-3,-1.27558374404907,"EN",0,-1,4,0,50,-2,-2,-2,-1,0,-2,1,2,0,0,100,13,100,100,-2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,50,90,36,50,100,-2,-2,-1,-2,-1,-1,-1,-1,0,"Yes, I could see and hear the ad",-2,1,0.586487114429474,2,-1,10,14,14,-2,-2,-1,-2,-2,-1,-1,-2,-2,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,1,"No",1,32,"june6_1222","june6_23",-1.34772253036499,0,-1.70795613430962,-0.978147170571307,-0.589466586976438,-1.15970978740496,-1.45468490247521,-1.58829419062523,-1.15505255376313,-0.8071695762078,-1.59031454107897,2,-0.5,1,1.5,0.5,-1.37406380726985,-1.30883732249572,-0.561236157985546,-1.22389686690383,-1.18055703267962,FALSE,-0.379177939139181,0.758355878278363
"67664",48400,70,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,1,-1,-1,-1,0,-1,NA,-2,0,50,50,0,70,-2,1,1,1,0,-3,-0.788692772388458,"EN",3,3,21,50,0,-1,-1,0,0,-1,0,1,3,3,20,100,50,94,92,-1,-1,0,-1,0,-1,0,1,1,1,3,3,50,50,50,81,80,-1,-1,0,-1,0,-1,0,1,1,"Yes, I could see and hear the ad",3,1,0.328771680593491,3,3,50,50,9,0,-1,0,-1,-1,-1,0,1,1,1,0,1,0,"Trans-Equality",1,0,0,1,"",10,10,10,8,"No",0,33,"june6_12229","june6_58",-0.788692772388458,0,0.109205530247809,0.164905610789115,0.223615807814728,0.00782646124339801,-0.601183125325939,-0.318472110836244,0.105494052744822,0.148850286595181,-0.052715690284436,2,3,3,3,3,-0.413220837014379,-0.374804201368527,-0.255922141600065,-0.295092318826046,0.112909198829282,TRUE,0.189999596791797,0.379999193583593
"67671",19030,60,"N","Hispanic",1,0,0,1,1,1,1,0,0,0,0,-1,0,-1,1,0,0,NA,0,50,50,50,50,76,0,4,1,1,0,-1,-0.376473248004913,"EN",1,1,64,50,50,0,-2,1,0,0,0,1,2,0,36,19,50,50,50,-1,-1,0,0,0,1,1,1,0,1,1,0,50,50,48,73,94,-1,-2,0,0,1,0,0,1,0,"Yes, I could see and hear the ad",0,1,0.301067471504211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,"Trans-Equality",1,0,0,1,"",5,5,7,12,"Yes",0,25,"june6_12312","june6_68",-0.629847645759583,1,-0.0578188784995425,0.168258368892117,-0.00772899558015616,NA,0.168221142251428,0.0869568771840279,0.4314024199874,0.293871106910626,NA,0,1,1,0.5,NA,0.0538084277202204,-0.426040256342039,0.0603058602294207,-0.295406266571913,NA,TRUE,0.0343590097248913,0.0687180194497825
"67673",6738,63,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,1,-2,-2,-1,-2,-1,NA,-3,6,26,24,19,90,-2,3,1,1,0,-3,-2.04928040504456,"EN",-3,-3,8,0,4,-2,-2,-1,-2,-1,1,1,-3,-3,8,50,10,87,90,-2,-2,-1,-2,0,-1,-1,-2,0,1,-3,-3,7,90,10,85,50,-2,-2,-2,-2,0,-1,-1,-2,-2,"Yes, I could see and hear the ad",-3,1,0.985037744045258,-3,-3,15,34,2,-2,-2,-2,-2,-1,-1,-1,-2,-2,1,0,2,0,"Trans-Equality",1,0,0,1,"",0,0,0,30,"No",0,15,"june6_12315","june6_9",-1.71894764900208,0,-2.00111782877558,-1.75581776630572,-1.65158078701954,-1.71228039854008,-1.41124903723105,-1.18932795136176,-1.03294345090253,-1.3937265786178,-1.45962667038177,-3,-3,-3,-3,-3,-1.37406380726985,-1.30883732249572,-1.17246246956776,-1.22389686690383,-1.18055703267962,TRUE,0.159764461039786,0.319528922079572
"67676",11157,57,"R","Hispanic",1,0,0,1,0,1,0,0,1,0,-1,1,-1,-1,1,0,0,NA,1,91,40,37,40,78,-2,4,1,1,0,-2,-0.744207262992859,"EN",0,-1,90,41,50,-2,-2,0,-1,-1,0,1,1,-1,66,79,38,87,50,-2,-2,-1,-2,0,-1,-1,-2,-1,1,1,0,50,82,50,86,89,-1,-1,-1,-1,0,-1,-1,-2,0,"Yes, I could see and hear the ad",-2,1,-2.11311554908752,-1,1,50,57,50,-1,-2,-1,-2,0,-1,0,-2,1,1,0,2,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",1,14,"june6_12428","june6_60",-0.744207262992859,0,-0.959354127379683,-0.896035050168858,-0.556422303579081,-0.531206371317527,0.0185624311436988,-0.626085926762967,-0.991334589042941,-0.711022075882867,-0.429377987796594,-0.5,-0.5,0,0.5,0,-0.413220837014379,-1.30883732249572,-1.17246246956776,-0.295092318826046,-0.861621636572004,FALSE,-0.446842420025192,0.893684840050384
"67678",9011,67,"R","Hispanic",0,0,0,1,1,1,1,0,1,3,3,-1,1,0,1,1,2,NA,3,73,97,88,50,87,1,1,1,1,0,0,0.966352760791779,"EN",3,3,62,90,50,0,-1,2,0,2,2,1,3,3,75,60,90,85,50,-1,1,1,0,1,1,2,1,1,1,3,3,74,16,97,76,50,-1,-1,1,-1,2,1,2,1,1,"Yes, I could see and hear the ad",3,1,-0.0735206082463264,3,3,50,97,0,-1,1,1,-1,1,1,2,1,1,1,0,3,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,1,"No",0,52,"june6_1247","june6_245",0.966352760791779,0,1.51750095865531,1.33161637509568,1.53092954208342,1.33032972201997,1.38882274341944,1.52385725368242,1.29098526108628,1.51608619415275,1.32833117883495,3,3,3,3,3,1.01465139797569,0.0665943317083116,0.650302479734874,-0.295092318826046,0.426614378085421,FALSE,0.324088248735396,-0.648176497470792
"67679",41325,52,"N","Caucasian",0,0,1,0,0,1,0,0,0,1,-1,1,-1,-1,-2,-1,-1,NA,-1,28,24,12,66,50,-2,1,1,1,1,-3,-1.21538627147675,"EN",1,0,17,27,59,-2,-2,-1,-2,-1,-1,1,0,0,29,73,36,74,93,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,1,1,17,50,15,50,78,-2,-1,-2,-2,-2,-1,-1,-2,0,"Yes, I could see and hear the ad",-1,1,0.635740637779236,0,0,58,30,50,-1,-2,-1,-1,-1,-1,-1,-2,0,1,0,1,1,"Recycling",1,0,0,0,"",NA,NA,NA,0,"No",0,6,"june6_12608","june6_35",-1.11563658714294,1,-1.29382384207408,-1.04359666253259,-1.09831949811144,-1.0034590714772,-1.5467825708492,-1.38375429785548,-1.14079939336629,-1.3746806524972,-1.0543109691916,0,0.5,0,1,0,-0.413220837014379,-1.30883732249572,-0.255922141600065,-0.91494455404014,-0.522346484960212,FALSE,-0.186462718337955,0.37292543667591
"67683",53834,20,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,3,-2,0,2,2,2,2,NA,3,0,100,100,100,100,-2,5,1,1,0,-3,1.01155698299408,"EN",3,3,0,100,50,0,1,2,2,2,2,1,3,3,0,100,100,18,100,1,2,2,1,2,2,2,2,2,1,3,3,0,100,100,50,100,-1,2,1,1,2,2,2,2,2,"Yes, I could see and hear the ad",3,1,0.897967576980591,3,3,0,100,50,-1,1,1,0,2,1,1,1,1,1,1,2,1,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,0,"No",0,6,"june6_12629","june6_191",0.458402723073959,0,1.91899569620879,1.83766277463782,1.69308057244488,1.34903912048663,2.03510476672724,2.06568535937137,2.08692801345187,1.96331310998278,1.33892160236209,3,3,3,3,3,1.53524954428284,1.05186350780901,1.87215682408805,1.24904135000067,0.765889529697214,FALSE,0.417364563160942,-0.834729126321884
"67685",68177,40,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,-1,2,1,2,2,2,NA,3,50,100,100,14,50,2,1,1,1,0,0,1.4855922460556,"ES",3,3,50,100,50,2,2,-2,2,2,2,1,3,3,92,50,100,51,50,2,-1,2,2,2,2,2,2,-2,1,0,0,50,50,100,75,50,0,0,0,0,0,0,0,0,0,"",0,1,-0.682037174701691,3,3,66,100,50,2,2,2,2,2,2,2,1,2,1,0,0,0,"Recycling",1,1,0,0,"In Favor",NA,NA,NA,2,"No",0,31,"june6_12633","june6_278",1.4855922460556,1,1.34709181977494,1.83766277463782,0.0997867521553416,1.78182537862414,2.03510476672724,1.33326544871725,1.51025300760881,0.362297594710099,1.94245651377053,3,3,3,0,3,1.97549436823116,2.42729516201304,1.60870391304484,0.633712229251738,2.71756630892552,FALSE,-0.675835077114746,1.35167015422949
"67686",60140,43,"Other Party","Caucasian",0,0,1,0,1,1,0,0,0,2,2,1,-1,-1,1,0,0,NA,1,85,50,50,50,50,0,1,1,1,0,1,-0.0289751160889864,"EN",2,2,50,50,50,-1,0,1,0,-1,0,1,2,2,50,60,50,50,50,-1,-1,0,-1,1,-1,0,1,0,1,2,2,70,60,50,50,50,-1,-1,0,-1,1,-1,0,1,0,"Yes, I could see and hear the ad",2,1,0.192076444625854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,"Trans-Equality",1,0,0,1,"",7,7,7,9,"Yes",0,30,"june6_1265","june6_136",-0.0289751160889864,0,0.0137894319978055,0.0778075241654178,0.163368632502579,NA,0.168221142251428,-0.135367133172714,0.0975202760845259,0.15623052820764,NA,2,2,2,2,NA,-0.413220837014379,0.117830386681824,-0.255922141600065,-0.295092318826046,NA,TRUE,-0.144313747160406,-0.288627494320812
"67687",16013,40,"N","Hispanic",1,0,0,1,1,0,1,0,0,2,2,0,-1,-2,2,0,-1,NA,-1,50,50,50,9,88,0,4,1,1,0,-1,-0.315791934728622,"ES",2,2,50,86,0,0,-2,2,0,1,2,1,2,2,50,50,70,80,90,0,0,0,0,0,1,1,0,-1,1,2,2,50,50,86,90,100,0,-1,0,0,0,0,0,-1,1,"",0,1,-0.395018458366394,2,1,50,50,50,-1,-1,0,-1,0,1,1,0,1,1,0,1,0,"Trans-Equality",1,1,0,1,"",8,8,8,0,"No",0,26,"june6_12684","june6_101",-0.315791934728622,1,1.08255871056811,0.531648053929925,0.405943853619101,0.293350694775029,0.157100702380048,1.26483348024343,0.281582084639145,0.261748961087634,0.42393353816532,2,2,2,2,1.5,-0.907034542535251,-0.426040256342039,0.660618186367629,0.324759916388048,-0.206026197278334,TRUE,0.986966725509132,1.97393345101826
"67689",8560,60,"D","Hispanic",0,0,0,1,1,1,1,1,0,3,2,2,-2,-2,-2,-2,1,NA,-2,100,26,27,26,100,0,3,1,1,0,3,-0.813928484916687,"EN",2,1,100,15,50,-2,-2,-2,-1,-1,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",10,10,10,8,"No",0,41,"june6_12770","june6_56",-0.813928484916687,0,-1.28633166695024,NA,NA,NA,-1.10171025594605,-1.67299408942354,NA,NA,NA,2.5,1.5,NA,NA,NA,-1.37406380726985,-1.30883732249572,NA,NA,NA,TRUE,-0.796583403858051,-1.5931668077161
"67691",41543,59,"D","Caucasian",0,0,1,0,0,1,0,1,0,0,2,0,-1,0,-2,-1,0,NA,0,50,50,50,50,50,0,1,1,0,0,2,-0.376170814037323,"EN",-3,-2,50,0,60,0,-1,-2,-1,-1,-1,1,2,1,80,0,50,50,50,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,2,73,9,50,50,98,-1,-1,1,-1,0,0,-1,0,-1,"Yes, I could see and hear the ad",2,1,0.143639758229256,3,1,74,35,50,-1,-2,0,-1,-1,-1,-2,2,-2,1,1,2,1,"Recycling",1,0,0,0,"Against",NA,NA,NA,0,"No",0,31,"june6_12795","june6_194",0.463301867246628,0,-2.18201277696512,-0.613705304464165,0.145508657162989,-0.585793434380253,-0.845436930299384,-1.58954332733252,-0.765391956129041,-0.12840496308,-0.749741645641509,1,-2.5,1.5,2,2,0.0805928685064935,0.0665943317083116,0.0390761681526618,-0.295092318826046,-0.522346484960212,FALSE,-1.20106226393882,2.40212452787763
"67692",54167,62,"R","Caucasian",1,0,1,0,1,1,1,0,1,0,0,-1,0,0,0,0,0,NA,0,0,50,50,50,50,-2,1,1,1,0,-3,-0.549114108085632,"EN",0,0,6,50,50,0,-1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Trans-Equality",1,0,0,1,"",NA,NA,NA,0,"Yes",0,18,"june6_12850","june6_74",-0.549114108085632,0,-0.439186914966468,NA,NA,NA,-0.0845401336505679,-0.0961481004795024,NA,NA,NA,0,0,NA,NA,NA,0.547622133241092,0.0665943317083116,NA,NA,NA,FALSE,-0.105498767050109,-0.210997534100218
"67699",26465,57,"N","Hispanic",1,0,0,1,1,1,1,0,0,2,2,-1,-1,-1,1,0,1,NA,1,100,55,45,50,100,1,1,1,1,0,3,0.0971224829554558,"ES",2,2,100,50,50,0,-1,1,0,1,1,1,2,2,100,30,50,50,100,0,-1,0,0,1,1,1,1,1,1,2,2,100,50,72,50,100,0,-1,1,0,1,1,1,1,1,"",0,1,0.244611904025078,2,2,100,50,73,1,-1,0,0,1,1,1,1,1,1,0,2,0,"Recycling",1,1,0,0,"In Favor",NA,NA,NA,2,"No",0,41,"june6_12951","june6_151",0.0971224829554558,1,0.50952093618556,0.533754002606427,0.874673054152735,0.541161393803545,0.374541815291062,0.530355761190219,0.711766146248634,1.04467145383361,0.71396605002434,2,2,2,2,2,-0.413220837014379,0.0665943317083116,0.365619876614902,0.324759916388048,0.77111974654869,FALSE,-0.179910024227062,0.359820048454125
"67702",20679,41,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,3,-1,0,2,2,1,2,NA,3,50,70,71,50,80,0,0,1,1,0,2,0.850354135036469,"EN",3,3,64,93,50,0,2,2,2,2,2,1,3,3,58,0,93,50,50,1,2,2,2,2,2,2,0,2,1,3,3,50,14,87,50,50,0,2,1,0,2,2,2,1,-1,"Yes, I could see and hear the ad",3,1,0.320885241031647,3,3,50,67,50,2,2,1,2,2,2,2,1,-1,1,0,2,0,"Trans-Equality",1,0,0,1,"",10,10,10,0,"No",0,6,"june6_12975","june6_234",0.850354135036469,0,1.86690445444045,1.7902839166705,1.60645278935748,1.42874940740083,1.44587647402672,2.00146077397744,1.76378385188916,1.32974727757636,1.15433483007262,3,3,3,3,3,1.53524954428284,1.54449809585936,2.18838482591753,1.25161685497912,2.71756630892552,TRUE,0.536080666265409,1.07216133253082
"67707",43923,75,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,0,-1,-1,1,-1,1,NA,3,92,50,50,49,50,1,5,1,1,1,-3,-0.0870857983827591,"EN",2,2,85,64,78,-1,-1,1,-1,0,-1,1,2,2,50,32,50,75,77,-1,-1,-1,-1,1,0,-1,0,-1,1,2,1,70,50,50,59,74,-1,-1,-1,-1,0,0,0,1,-1,"Yes, I could see and hear the ad",1,1,0.0114560341462493,2,2,50,50,34,-1,-1,-2,0,1,0,0,1,-1,1,0,1,0,"Recycling",1,0,0,0,"In Favor",NA,NA,NA,3,"No",0,41,"june6_13047","june6_188",0.425104945898056,0,-0.0409476570121535,-0.0733193693112203,-0.064074807480434,-0.0319022299144855,0.176728613179979,-0.230708174669218,-0.343109347640233,-0.112239798934362,-0.179870346630717,2,2,2,1.5,2,-0.413220837014379,-0.374804201368527,-0.255922141600065,-0.295092318826046,0.133248954333458,FALSE,-0.32346853187664,0.646937063753281
"67713",66100,35,"D","Hispanic",1,0,0,1,0,1,0,1,0,3,3,-2,2,2,2,2,2,NA,3,100,100,100,21,100,2,1,1,1,0,3,1.71803879737854,"EN",3,3,100,50,50,0,0,2,2,2,2,1,3,3,50,0,62,50,50,2,-2,2,2,2,2,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,3,3,50,50,5,2,-1,1,1,1,2,2,0,-1,1,NA,NA,NA,"Recycling",1,0,0,0,"",NA,NA,NA,NA,"",NA,NA,"june6_13207","june6_289",1.71803879737854,0,1.54691539786356,1.2742780904747,NA,1.17206022922881,2.03510476672724,1.60693832084327,1.51749314003972,NA,0.753266707686988,3,3,3,NA,3,2.46930807375203,0.559228919758662,1.31370560329211,NA,1.4293302942681,FALSE,-0.45479767021221,0.909595340424419
"67716",11391,51,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,2,1,-2,-1,1,0,0,NA,2,0,50,50,40,100,2,0,1,1,0,0,-0.0816862732172012,"EN",3,2,50,50,50,-1,-2,1,0,-1,0,1,3,2,0,70,50,80,100,-1,-2,0,-1,1,-1,0,-1,0,1,1,1,0,70,50,50,50,-1,-1,-1,-2,1,0,0,-1,0,"Yes, I could see and hear the ad",3,1,-0.902887403964996,0,1,0,50,50,0,-2,0,-2,1,1,0,-1,-1,1,0,0,0,"Recycling",1,0,0,0,"Against",NA,NA,NA,2,"No",0,51,"june6_1337","june6_116",-0.19609135389328,0,0.129311836448529,0.188368965378089,-0.0241159825455625,0.0979797008314636,0.168221142251428,-0.135367133172714,-0.179179482148097,-0.116640932231893,-0.00816456960820039,2.5,2.5,2.5,1,0.5,-0.880250101748978,-0.867438789418877,-0.550920451352791,-0.603730683943869,-0.542686240464388,FALSE,-0.377726482441781,0.755452964883561
